"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1112)","6,596,000","21.9"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1113)","164,000","(H)"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1114)","4,179,000","61.0"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1119)","2,643,000","(H)"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11193 & 11194 & 11199)","2,643,000","(H)"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (112111)","-5,495,000","-30.0"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (112112)"," (D)","(D)"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11212)"," (D)","(D)"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1122)"," (D)","(D)"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1123)","1,347,000","41.2"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1124)","-2,576,000","-24.7"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1125 & 1129)","-5,916,000","-50.1"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","TOTAL","NOT SPECIFIED","25,937,000","37.1"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - GAIN, MEASURED IN $","NET GAIN","NET GAIN: (1,000 TO 4,999 $)","503,000","18.2"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - GAIN, MEASURED IN $","NET GAIN","NET GAIN: (10,000 TO 24,999 $)","4,167,000","18.7"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - GAIN, MEASURED IN $","NET GAIN","NET GAIN: (25,000 TO 49,999 $)","6,188,000","23.4"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - GAIN, MEASURED IN $","NET GAIN","NET GAIN: (5,000 TO 9,999 $)","1,235,000","22.7"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - GAIN, MEASURED IN $","NET GAIN","NET GAIN: (50,000 OR MORE $)","72,653,000","7.3"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - GAIN, MEASURED IN $","NET GAIN","NET GAIN: (LESS THAN 1,000 $)","57,000","24.6"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - GAIN, MEASURED IN $","TOTAL","NOT SPECIFIED","84,802,000","8.0"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - LOSS, MEASURED IN $","NET LOSS","NET LOSS: (1,000 TO 4,999 $)","1,729,000","21.7"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - LOSS, MEASURED IN $","NET LOSS","NET LOSS: (10,000 TO 24,999 $)","14,506,000","13.4"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - LOSS, MEASURED IN $","NET LOSS","NET LOSS: (25,000 TO 49,999 $)","15,170,000","12.7"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - LOSS, MEASURED IN $","NET LOSS","NET LOSS: (5,000 TO 9,999 $)","4,402,000","14.5"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - LOSS, MEASURED IN $","NET LOSS","NET LOSS: (50,000 OR MORE $)","23,767,000","15.4"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - LOSS, MEASURED IN $","NET LOSS","NET LOSS: (LESS THAN 1,000 $)","44,000","33.0"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - LOSS, MEASURED IN $","TOTAL","NOT SPECIFIED","59,618,000","11.4"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","AREA OPERATED","AREA OPERATED: (1,000 TO 1,999 ACRES)"," (D)","(D)"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","AREA OPERATED","AREA OPERATED: (1.0 TO 9.9 ACRES)","-4,873,000","-40.7"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","AREA OPERATED","AREA OPERATED: (10.0 TO 49.9 ACRES)","-1,856,000","(H)"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","AREA OPERATED","AREA OPERATED: (100 TO 139 ACRES)","2,269,000","(H)"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","AREA OPERATED","AREA OPERATED: (140 TO 179 ACRES)"," (D)","(D)"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","AREA OPERATED","AREA OPERATED: (180 TO 219 ACRES)","787,000","(H)"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","AREA OPERATED","AREA OPERATED: (2,000 OR MORE ACRES)"," (D)","(D)"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","AREA OPERATED","AREA OPERATED: (220 TO 259 ACRES)","176,000","(H)"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","AREA OPERATED","AREA OPERATED: (260 TO 499 ACRES)","10,794,000","14.8"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","AREA OPERATED","AREA OPERATED: (50.0 TO 69.9 ACRES)","-1,667,000","-46.1"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","AREA OPERATED","AREA OPERATED: (500 TO 999 ACRES)","14,096,000","8.9"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","AREA OPERATED","AREA OPERATED: (70.0 TO 99.9 ACRES)","-2,874,000","-60.1"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (1,000 TO 2,499 $)","-6,867,000","-16.9"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (1,000,000 OR MORE $)"," (D)","(D)"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (10,000 TO 24,999 $)","-2,939,000","-44.5"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (100,000 TO 249,999 $)","1,755,000","(H)"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (2,500 TO 4,999 $)","-4,619,000","-20.4"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (25,000 TO 49,999 $)","347,000","(H)"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (250,000 TO 499,999 $)"," (D)","(D)"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (5,000 TO 9,999 $)","-3,911,000","-19.5"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (50,000 TO 99,999 $)","3,460,000","52.1"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (500,000 TO 999,999 $)"," (D)","(D)"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (LESS THAN 1,000 $)","-14,710,000","-20.2"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","FARM SALES","FARM SALES: (1,000 TO 2,499 $)","-6,458,000","-18.3"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","FARM SALES","FARM SALES: (1,000,000 OR MORE $)"," (D)","(D)"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","FARM SALES","FARM SALES: (10,000 TO 24,999 $)","-3,025,000","-42.7"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","FARM SALES","FARM SALES: (100,000 TO 249,999 $)","805,000","(H)"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","FARM SALES","FARM SALES: (2,500 TO 4,999 $)","-4,369,000","-20.9"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","FARM SALES","FARM SALES: (25,000 TO 49,999 $)","968,000","(H)"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","FARM SALES","FARM SALES: (250,000 TO 499,999 $)","8,500,000","48.7"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","FARM SALES","FARM SALES: (5,000 TO 9,999 $)","-4,548,000","-14.9"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","FARM SALES","FARM SALES: (50,000 TO 99,999 $)","3,562,000","50.1"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","FARM SALES","FARM SALES: (500,000 TO 999,999 $)"," (D)","(D)"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","FARM SALES","FARM SALES: (LESS THAN 1,000 $)","-14,388,000","-21.5"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1111)","2,009,000","20.5"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1112)","6,618,000","21.8"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1113)","167,000","(H)"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1114)","4,168,000","61.1"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1119)","2,662,000","(H)"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11193 & 11194 & 11199)","2,662,000","(H)"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (112111)","-5,390,000","-30.5"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (112112)"," (D)","(D)"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11212)"," (D)","(D)"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1122)"," (D)","(D)"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1123)","431,000","(H)"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1124)","-2,576,000","-24.7"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1125 & 1129)","-5,917,000","-50.1"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","TOTAL","NOT SPECIFIED","25,185,000","38.2"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INTEREST","INTEREST - EXPENSE, MEASURED IN $","AREA OPERATED","AREA OPERATED: (1,000 TO 1,999 ACRES)","280,000","(L)"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INTEREST","INTEREST - EXPENSE, MEASURED IN $","AREA OPERATED","AREA OPERATED: (1.0 TO 9.9 ACRES)","1,053,000","27.4"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INTEREST","INTEREST - EXPENSE, MEASURED IN $","AREA OPERATED","AREA OPERATED: (10.0 TO 49.9 ACRES)","2,017,000","17.9"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INTEREST","INTEREST - EXPENSE, MEASURED IN $","AREA OPERATED","AREA OPERATED: (100 TO 139 ACRES)","557,000","25.9"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INTEREST","INTEREST - EXPENSE, MEASURED IN $","AREA OPERATED","AREA OPERATED: (140 TO 179 ACRES)","508,000","32.1"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INTEREST","INTEREST - EXPENSE, MEASURED IN $","AREA OPERATED","AREA OPERATED: (180 TO 219 ACRES)","343,000","11.0"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INTEREST","INTEREST - EXPENSE, MEASURED IN $","AREA OPERATED","AREA OPERATED: (2,000 OR MORE ACRES)"," (D)","(D)"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INTEREST","INTEREST - EXPENSE, MEASURED IN $","AREA OPERATED","AREA OPERATED: (220 TO 259 ACRES)"," (D)","(D)"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INTEREST","INTEREST - EXPENSE, MEASURED IN $","AREA OPERATED","AREA OPERATED: (260 TO 499 ACRES)","1,165,000","14.7"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INTEREST","INTEREST - EXPENSE, MEASURED IN $","AREA OPERATED","AREA OPERATED: (50.0 TO 69.9 ACRES)","832,000","14.2"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INTEREST","INTEREST - EXPENSE, MEASURED IN $","AREA OPERATED","AREA OPERATED: (500 TO 999 ACRES)","846,000","15.9"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INTEREST","INTEREST - EXPENSE, MEASURED IN $","AREA OPERATED","AREA OPERATED: (70.0 TO 99.9 ACRES)","366,000","47.8"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INTEREST","INTEREST - EXPENSE, MEASURED IN $","CONCENTRATION","CONCENTRATION: (TOP 10 PCT OF OPERATIONS ON FARM SALES BASIS)"," (D)","(D)"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INTEREST","INTEREST - EXPENSE, MEASURED IN $","CONCENTRATION","CONCENTRATION: (TOP 25 PCT OF OPERATIONS ON FARM SALES BASIS)","769,000","(L)"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INTEREST","INTEREST - EXPENSE, MEASURED IN $","CONCENTRATION","CONCENTRATION: (TOP 50 PCT OF OPERATIONS ON FARM SALES BASIS)","1,841,000","(L)"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INTEREST","INTEREST - EXPENSE, MEASURED IN $","CONCENTRATION","CONCENTRATION: (TOP 75 PCT OF OPERATIONS ON FARM SALES BASIS)","2,415,000","7.6"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INTEREST","INTEREST - EXPENSE, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (1,000 TO 2,499 $)","404,000","14.2"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INTEREST","INTEREST - EXPENSE, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (1,000,000 OR MORE $)","1,811,000","(L)"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INTEREST","INTEREST - EXPENSE, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (10,000 TO 24,999 $)","1,221,000","17.7"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INTEREST","INTEREST - EXPENSE, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (100,000 TO 249,999 $)","892,000","33.6"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INTEREST","INTEREST - EXPENSE, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (2,500 TO 4,999 $)","633,000","14.7"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INTEREST","INTEREST - EXPENSE, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (25,000 TO 49,999 $)","611,000","36.6"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INTEREST","INTEREST - EXPENSE, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (250,000 TO 499,999 $)","323,000","23.9"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INTEREST","INTEREST - EXPENSE, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (5,000 TO 9,999 $)","401,000","20.6"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INTEREST","INTEREST - EXPENSE, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (50,000 TO 99,999 $)","325,000","28.5"
"CENSUS","2022","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INTEREST","INTEREST - EXPENSE, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (500,000 TO 999,999 $)","308,000","60.5"
